site,census,code,genus,species,n10m,s10m,t10m,r10m,f10m,l10m,u10m,n100m,s100m,t100m,r100m,f100m,l100m,u100m
Pasoh,1987-1990,pa1,Shorea,lepidota,964,849,2.869,4.428,4.246,3.491,5.1,205,195,2.859,1.749,1.493,0.8,2.493
Pasoh,1987-1990,pa1,Shorea,leprosula,2660,2173,2.937,6.884,6.796,6.211,7.425,355,341,2.983,1.349,1.249,0.794,1.93
Pasoh,1987-1990,pa1,Shorea,macroptera,1394,1303,3.181,2.122,2.053,1.649,2.488,202,193,3.124,1.459,1.293,0.709,2.166
Pasoh,1987-1990,pa1,Shorea,maxwelliana,5109,4908,3.232,1.242,1.235,1.09,1.414,563,539,3.322,1.311,1.258,0.856,1.78
Pasoh,1987-1990,pa1,Shorea,multiflora,3,3,2.227,0,1.005,0.34,2.902,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Shorea,ochrophloia,425,410,3.167,1.135,1.089,0.693,1.669,30,30,2.902,0,0.848,0.323,2.082
Pasoh,1987-1990,pa1,Shorea,ovalis,1183,1078,2.93,3.172,3.066,2.51,3.677,125,121,2.942,1.105,1.051,0.514,2.042
Pasoh,1987-1990,pa1,Shorea,parvifolia,1435,1220,3.002,5.407,5.268,4.59,5.976,269,260,2.878,1.182,1.119,0.637,1.901
Pasoh,1987-1990,pa1,Shorea,pauciflora,2148,2031,2.867,1.953,1.911,1.578,2.248,205,202,2.889,0.51,0.723,0.346,1.386
Pasoh,1987-1990,pa1,Sindora,coriacea,1168,1155,3.021,0.37,0.445,0.263,0.674,63,63,3.136,0,0.696,0.299,1.66
Pasoh,1987-1990,pa1,Sindora,echinocalyx,41,41,2.957,0,0.742,0.297,1.874,5,5,3.146,0,1.021,0.367,2.583
Pasoh,1987-1990,pa1,Sindora,velutina,134,133,3.398,0.22,0.576,0.249,1.199,36,35,3.098,0.909,1.037,0.406,2.336
Pasoh,1987-1990,pa1,Sindora,wallichii,0,0,NA,NA,NA,NA,NA,13,13,3.02,0,0.936,0.378,2.284
Pasoh,1987-1990,pa1,Sloanea,javanica,22,21,2.844,1.636,1.122,0.398,2.926,10,10,3.17,0,0.99,0.375,2.403
Pasoh,1987-1990,pa1,Stelechocarpus,cauliflorus,10,10,2.905,0,0.945,0.319,2.621,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Stemonurus,malaccensis,99,96,2.745,1.121,1.066,0.473,2.219,12,12,2.621,0,0.977,0.366,2.389
Pasoh,1987-1990,pa1,Stemonurus,umbellatus,0,0,NA,NA,NA,NA,NA,1,1,2.48,0,0.997,0.377,2.802
Pasoh,1987-1990,pa1,Sterculia,coccinea,412,390,3.013,1.821,1.681,1.073,2.426,3,3,3.125,0,1.082,0.375,2.741
Pasoh,1987-1990,pa1,Sterculia,cordata,6,6,2.888,0,0.972,0.327,2.672,4,4,3.074,0,1.013,0.353,2.853
Pasoh,1987-1990,pa1,Sterculia,hispidissima,34,33,3.263,0.915,1.032,0.37,2.534,5,5,3.435,0,0.978,0.345,2.545
Pasoh,1987-1990,pa1,Sterculia,macrophylla,3,3,3.409,0,0.993,0.297,2.911,2,2,3.018,0,1.114,0.361,2.896
Pasoh,1987-1990,pa1,Sterculia,parviflora,216,208,2.993,1.261,1.163,0.621,2.005,60,57,3.13,1.639,1.233,0.548,2.6
Pasoh,1987-1990,pa1,Sterculia,rubiginosa,139,137,2.86,0.507,0.755,0.318,1.569,4,4,2.965,0,0.996,0.392,2.65
Pasoh,1987-1990,pa1,Streblus,elongatus,3,3,3.222,0,1.017,0.361,2.81,2,2,2.442,0,1.105,0.406,2.719
Pasoh,1987-1990,pa1,Strombosia,javanica,5,5,2.208,0,1.021,0.297,2.831,1,1,2.231,0,0.983,0.357,2.758
Pasoh,1987-1990,pa1,Strombosia,maingayi,1,0,3.414,Inf,1.429,0.491,4.799,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Styrax,benzoin,52,46,2.947,4.161,2.18,0.99,4.524,18,15,2.987,6.104,1.876,0.715,4.54
Pasoh,1987-1990,pa1,Suregada,multiflora,123,123,2.882,0,0.556,0.227,1.196,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Symplocos,cerasifolia,110,105,2.708,1.718,1.364,0.644,2.6,15,13,2.777,5.153,1.459,0.609,3.767
Pasoh,1987-1990,pa1,Symplocos,cochinchinensis,17,16,2.878,2.106,1.158,0.452,3.13,4,3,3.37,8.536,1.299,0.474,3.377
Pasoh,1987-1990,pa1,Symplocos,crassipes,521,503,2.815,1.249,1.188,0.763,1.821,9,8,2.702,4.36,1.287,0.491,3.561
Pasoh,1987-1990,pa1,Symplocos,ophirensis,4,4,2.754,0,1.001,0.324,3.037,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Symplocos,rubiginosa,7,6,3.231,4.771,1.338,0.427,3.696,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Tabernaemontana,corymbosa,305,299,3.113,0.638,0.735,0.387,1.301,56,55,3.078,0.585,0.944,0.376,2.011
Pasoh,1987-1990,pa1,Tabernaemontana,malaccensis,1,1,3.047,0,1,0.343,2.751,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Talauma,candollii,25,25,2.696,0,0.908,0.318,2.291,1,1,2.483,0,1.137,0.412,2.768
Pasoh,1987-1990,pa1,Tarenna,costata,1,1,2.973,0,1.137,0.371,2.854,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Tarenna,maingayi,76,69,2.725,3.546,2.196,1.022,4.18,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Tarenna,mollis,120,114,2.886,1.777,1.401,0.691,2.671,1,1,2.472,0,1.068,0.408,2.803
Pasoh,1987-1990,pa1,Teijsmanniodendron,coriaceum,203,200,2.797,0.532,0.7,0.341,1.391,23,23,2.745,0,0.893,0.328,2.057
Pasoh,1987-1990,pa1,Teijsmanniodendron,simplicifolium,13,12,2.983,2.683,1.183,0.454,3.118,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Terminalia,bellirica,1,1,3.124,0,1.074,0.39,3.29,4,4,2.62,0,1.017,0.378,2.809
Pasoh,1987-1990,pa1,Terminalia,citrina,16,15,2.869,2.25,1.175,0.424,2.921,13,12,3.028,2.643,1.238,0.462,3.008
Pasoh,1987-1990,pa1,Terminalia,phellocarpa,1,1,2.678,0,1.026,0.372,2.916,2,2,3.112,0,0.997,0.384,2.606
Pasoh,1987-1990,pa1,Terminalia,subspathulata,2,2,2.574,0,1.015,0.356,2.745,4,4,2.632,0,0.988,0.395,2.71
Pasoh,1987-1990,pa1,Ternstroemia,corneri,32,32,2.928,0,0.817,0.284,2.095,8,8,3.235,0,0.999,0.369,2.643
Pasoh,1987-1990,pa1,Tetrardisia,porosa,268,258,2.973,1.279,1.176,0.653,1.982,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Thottea,grandiflora,25,16,3.661,12.189,4.77,2.218,9.769,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Timonius,wallichianus,186,174,3.033,2.199,1.82,1.024,3.02,24,23,3.013,1.413,1.132,0.464,2.787
Pasoh,1987-1990,pa1,Trema,tomentosa,2,2,3.503,0,1.004,0.334,2.948,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Trigonachras,acuta,14,14,3.512,0,0.919,0.334,2.572,1,1,3.614,0,1.012,0.395,2.764
Pasoh,1987-1990,pa1,Trigoniastrum,hypoleucum,317,306,2.564,1.377,1.263,0.7,2.078,51,49,2.621,1.526,1.159,0.495,2.612
Pasoh,1987-1990,pa1,Trigonopleura,malayana,58,55,2.862,1.856,1.298,0.524,2.944,7,7,2.665,0,0.97,0.356,2.669
Pasoh,1987-1990,pa1,Trigonostemon,laevigatus,143,142,2.533,0.277,0.679,0.287,1.436,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Trigonostemon,longifolium,5,4,2.423,9.209,1.304,0.51,3.658,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Trigonostemon,malaccanus,1157,1124,2.874,1.007,1,0.712,1.337,1,0,2.073,Inf,1.439,0.501,4.033
Pasoh,1987-1990,pa1,Triomma,malaccensis,406,396,2.818,0.885,0.903,0.489,1.483,87,86,2.93,0.395,0.799,0.327,1.792
Pasoh,1987-1990,pa1,Trivalvaria,macrophylla,49,49,3.208,0,0.732,0.266,1.759,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Trivalvaria,nervosa,26,26,2.626,0,0.906,0.304,2.373,3,2,2.645,15.331,1.374,0.496,3.48
Pasoh,1987-1990,pa1,Trivalvaria,pumila,15,15,3.38,0,0.907,0.322,2.464,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Turpinia,ovalifolia,1,1,3.795,0,0.98,0.347,2.648,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Urophyllum,glabrum,1930,1822,2.966,1.941,1.908,1.553,2.268,2,2,2.53,0,1.055,0.359,2.964
Pasoh,1987-1990,pa1,Urophyllum,hirsutum,1347,1221,2.801,3.506,3.385,2.803,3.997,1,1,3.154,0,1.093,0.353,2.675
Pasoh,1987-1990,pa1,Vatica,bella,1517,1487,2.778,0.719,0.741,0.516,1.004,142,136,2.791,1.547,1.296,0.666,2.462
Pasoh,1987-1990,pa1,Vatica,maingayi,83,78,3.507,1.772,1.352,0.64,2.749,9,9,3.322,0,0.963,0.345,2.587
Pasoh,1987-1990,pa1,Vatica,pauciflora,423,414,3.155,0.682,0.741,0.419,1.226,52,48,3.283,2.438,1.519,0.644,3.217
Pasoh,1987-1990,pa1,Vernonia,arborea,114,103,3.034,3.344,2.433,1.3,4.213,9,9,3.23,0,0.99,0.363,2.668
Pasoh,1987-1990,pa1,Vitex,pinnata,2,2,2.4,0,1.029,0.341,2.918,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Vitex,quinata,26,25,3.165,1.239,1.051,0.405,2.589,1,1,2.73,0,1.143,0.386,2.964
Pasoh,1987-1990,pa1,Walsura,chrysogyne,203,200,2.896,0.514,0.695,0.337,1.361,8,7,2.877,4.641,1.316,0.501,3.481
Pasoh,1987-1990,pa1,Walsura,pinnata,163,163,2.906,0,0.49,0.211,1.072,28,28,3.063,0,0.843,0.345,2.113
Pasoh,1987-1990,pa1,Xanthophyllum,affine,649,634,2.899,0.807,0.821,0.499,1.24,66,62,2.864,2.183,1.44,0.639,2.979
Pasoh,1987-1990,pa1,Xanthophyllum,amoenum,377,372,3.106,0.43,0.584,0.309,1.003,15,15,3.029,0,0.944,0.341,2.378
Pasoh,1987-1990,pa1,Xanthophyllum,chartaceum,224,223,2.979,0.15,0.501,0.229,1.011,25,25,2.729,0,0.888,0.335,2.154
Pasoh,1987-1990,pa1,Xanthophyllum,ellipticum,25,24,3.041,1.343,1.097,0.44,2.744,7,7,2.998,0,0.986,0.349,2.793
Pasoh,1987-1990,pa1,Xanthophyllum,eurhynchum,1705,1690,2.948,0.3,0.358,0.227,0.53,324,319,2.876,0.541,0.704,0.363,1.207
Pasoh,1987-1990,pa1,Xanthophyllum,griffithii,813,801,2.945,0.505,0.585,0.345,0.898,169,164,2.897,1.037,1.025,0.493,1.904
Pasoh,1987-1990,pa1,Xanthophyllum,rufum,60,59,2.945,0.571,0.855,0.341,2.081,63,63,2.781,0,0.731,0.293,1.659
Pasoh,1987-1990,pa1,Xanthophyllum,scortechinii,7,6,2.493,6.183,1.3,0.448,3.475,3,3,2.313,0,0.971,0.365,2.725
Pasoh,1987-1990,pa1,Xanthophyllum,stipitatum,104,104,2.918,0,0.596,0.241,1.322,13,13,2.791,0,0.929,0.351,2.448
Pasoh,1987-1990,pa1,Xanthophyllum,wrayi,18,18,2.377,0,0.904,0.303,2.696,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Xerospermum,noronhianum,8378,8084,2.928,1.22,1.217,1.085,1.36,570,528,2.98,2.569,2.361,1.719,3.186
Pasoh,1987-1990,pa1,Xylopia,caudata,304,295,2.625,1.145,1.082,0.617,1.861,62,60,2.639,1.243,1.105,0.455,2.582
Pasoh,1987-1990,pa1,Xylopia,elliptica,23,22,2.717,1.636,1.187,0.442,2.924,3,3,2.551,0,0.984,0.36,2.561
Pasoh,1987-1990,pa1,Xylopia,ferruginea_var._ferruginea,53,47,2.706,4.44,2.378,1.026,4.819,29,27,2.572,2.779,1.352,0.541,3.207
Pasoh,1987-1990,pa1,Xylopia,ferruginea_var._oxyantha,109,101,3.001,2.54,1.841,0.909,3.399,37,32,2.916,4.978,2.172,0.969,4.619
Pasoh,1987-1990,pa1,Xylopia,fusca,12,12,3.298,0,0.931,0.312,2.392,10,8,3.465,6.44,1.596,0.635,3.742
Pasoh,1987-1990,pa1,Xylopia,magna,256,246,2.727,1.461,1.31,0.71,2.197,45,38,2.684,6.299,2.751,1.3,5.707
Pasoh,1987-1990,pa1,Xylopia,malayana,1191,1147,2.874,1.31,1.289,0.952,1.667,105,96,2.864,3.129,2.11,1.091,3.859
Pasoh,1987-1990,pa1,Aglaia,species_1,32,32,2.982,0,0.802,0.307,2.057,9,8,2.893,4.071,1.258,0.466,3.489
Pasoh,1987-1990,pa1,Aglaia,species_2,26,25,2.943,1.333,1.095,0.432,2.648,2,2,2.979,0,0.988,0.361,2.924
Pasoh,1987-1990,pa1,Aglaia,species_3,7,7,2.791,0,1.001,0.351,2.769,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Aglaia,species_4,24,23,2.641,1.611,1.156,0.412,3.048,1,1,2.708,0,1.079,0.396,3.099
Pasoh,1987-1990,pa1,Aglaia,species_5,6,6,2.562,0,1.004,0.363,2.785,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Aglaia,species_7,15,15,2.427,0,0.909,0.32,2.456,1,1,3.124,0,1.02,0.383,3.053
Pasoh,1987-1990,pa1,Alseodaphne,species_1,225,213,2.718,2.017,1.712,0.984,2.792,18,18,2.69,0,0.921,0.332,2.377
Pasoh,1987-1990,pa1,Alseodaphne,species_2,8,8,2.623,0,0.995,0.336,2.798,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Ardisia,species_2,1689,1648,2.952,0.833,0.844,0.622,1.102,1,1,2.204,0,1.038,0.333,3.054
Pasoh,1987-1990,pa1,Baccaurea,species_1,1,0,3.91,Inf,1.395,0.514,3.878,2,2,2.554,0,1.018,0.35,2.821
Pasoh,1987-1990,pa1,Beilschmiedia,species_1,72,71,2.671,0.524,0.847,0.343,1.92,3,3,2.816,0,0.992,0.386,2.541
Pasoh,1987-1990,pa1,Beilschmiedia,species_2,12,12,2.435,0,0.963,0.34,2.728,2,2,2.746,0,1.055,0.337,3.003
Pasoh,1987-1990,pa1,Casearia,species_2,60,59,2.604,0.645,0.898,0.354,2.173,8,8,2.383,0,1.019,0.37,2.8
Pasoh,1987-1990,pa1,Chionanthus,species_1,72,67,2.991,2.406,1.583,0.741,3.241,2,2,3.158,0,1.032,0.391,2.761
Pasoh,1987-1990,pa1,Diospyros,species_1,181,179,3.135,0.354,0.623,0.289,1.27,33,31,2.957,2.115,1.261,0.505,2.963
Pasoh,1987-1990,pa1,Drypetes,species_1,1,1,2.453,0,0.984,0.331,2.818,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Dysoxylum,species_1,8,8,2.883,0,0.954,0.334,2.69,2,2,3.072,0,1.04,0.426,2.723
Pasoh,1987-1990,pa1,Eugenia,species_10,22,22,3.034,0,0.843,0.314,2.191,5,5,3.488,0,1.018,0.361,2.816
Pasoh,1987-1990,pa1,Eugenia,species_16,6,6,3.08,0,0.966,0.327,2.715,29,29,3.099,0,0.843,0.315,1.978
Pasoh,1987-1990,pa1,Eugenia,species_4,42,42,2.872,0,0.741,0.29,1.989,16,15,3.167,2.038,1.178,0.471,2.77
Pasoh,1987-1990,pa1,Eugenia,species_8,16,16,3.143,0,0.925,0.339,2.352,2,2,3.369,0,1.028,0.365,3.019
Pasoh,1987-1990,pa1,Eugenia,species_a,80,78,2.814,0.9,0.975,0.436,2.171,16,16,2.832,0,0.994,0.371,2.417
Pasoh,1987-1990,pa1,Eugenia,species_b,173,169,2.682,0.872,0.95,0.437,1.871,18,17,2.923,1.956,1.166,0.447,2.777
Pasoh,1987-1990,pa1,Eugenia,species_d,112,107,2.79,1.637,1.324,0.607,2.545,32,30,2.833,2.278,1.326,0.518,3.115
Pasoh,1987-1990,pa1,Ganua,species_1,63,62,2.752,0.581,0.875,0.353,2.045,27,26,2.993,1.261,1.073,0.393,2.505
Pasoh,1987-1990,pa1,Garcinia,species_1,80,79,2.764,0.455,0.789,0.325,1.802,12,12,2.689,0,0.972,0.371,2.374
Pasoh,1987-1990,pa1,Garcinia,species_2,87,85,2.859,0.813,0.948,0.405,2.038,5,5,2.708,0,1.009,0.361,2.748
Pasoh,1987-1990,pa1,Garcinia,species_4,3,3,2.662,0,0.999,0.323,3.003,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Garcinia,species_5,1,1,3.444,0,1.069,0.372,3.198,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Glochidion,species_1,3,3,2.554,0,0.987,0.312,2.719,1,0,2.245,Inf,1.404,0.474,3.586
Pasoh,1987-1990,pa1,Gomphandra,species_1,64,63,2.972,0.53,0.857,0.356,1.798,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Guioa,species_1,65,61,3.075,2.065,1.425,0.615,2.973,6,6,3.257,0,1.037,0.376,2.701
Pasoh,1987-1990,pa1,Ilex,species_1,23,23,2.518,0,0.88,0.335,2.422,6,5,2.42,7.535,1.356,0.48,3.714
Pasoh,1987-1990,pa1,Lasianthus,species_1,70,68,3.236,0.896,0.985,0.403,2.133,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Mangifera,species_1,72,72,3.037,0,0.655,0.258,1.506,15,15,2.986,0,0.954,0.38,2.46
Pasoh,1987-1990,pa1,Melanochyla,species_1,291,282,2.893,1.086,1.066,0.605,1.786,19,19,2.772,0,0.925,0.316,2.24
Pasoh,1987-1990,pa1,Mesua,cornerii,1619,1604,2.978,0.313,0.377,0.234,0.569,3,2,3.699,10.962,1.34,0.493,3.511
Pasoh,1987-1990,pa1,Millettia,species_1,5,5,2.825,0,1.053,0.332,2.744,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Pavetta,species_1,584,553,3.492,1.562,1.475,1.039,2.066,1,1,3.493,0,1.08,0.391,2.882
Pasoh,1987-1990,pa1,Platea,species_1,2,2,2.507,0,1.059,0.309,3.168,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Prismatomeris,species_1,261,246,3.136,1.888,1.659,0.981,2.595,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Psydrax,species_10,16,15,3.195,2.02,1.161,0.419,2.992,8,8,2.684,0,0.978,0.367,2.541
Pasoh,1987-1990,pa1,Psydrax,species_8,311,300,2.908,1.238,1.151,0.677,1.906,72,67,2.767,2.601,1.655,0.763,3.469
Pasoh,1987-1990,pa1,Sterculia,species_1,1,1,3.173,0,1.136,0.366,3.577,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Tarenna,species_11,26,26,2.74,0,0.844,0.323,2.285,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Tarenna,species_8,1349,1220,3.11,3.232,3.127,2.596,3.677,0,0,NA,NA,NA,NA,NA
Pasoh,1987-1990,pa1,Timonius,species_1,128,121,2.82,1.995,1.54,0.775,2.863,10,9,2.68,3.932,1.283,0.499,3.285
Pasoh,1987-1990,pa1,Trigonachras,species_1,30,29,3.136,1.081,1.036,0.392,2.602,2,2,2.69,0,1.047,0.368,2.788
Pasoh,1987-1990,pa1,Xerospermum,species_1,1,1,3.433,0,1.068,0.362,3.364,7,7,3.333,0,1.032,0.352,2.649
Pasoh,1990-1995,pa2,Acronychia,porteri,136,125,5.659,1.49,1.432,0.818,2.347,12,12,5.637,0,1.118,0.441,2.692
Pasoh,1990-1995,pa2,Actinodaphne,macrophylla,84,71,5.726,2.937,2.5,1.436,4.082,1,1,5.254,0,1.374,0.477,3.725
Pasoh,1990-1995,pa2,Actinodaphne,pruinosa,275,246,5.516,2.02,1.929,1.325,2.73,4,4,5.832,0,1.322,0.512,3.301
Pasoh,1990-1995,pa2,Actinodaphne,sesquipedalis,98,84,5.453,2.827,2.426,1.391,3.886,1,1,5.509,0,1.379,0.532,3.79
Pasoh,1990-1995,pa2,Adenanthera,bicolor,122,118,5.556,0.6,0.791,0.392,1.438,66,63,5.53,0.841,1.063,0.514,2.179
Pasoh,1990-1995,pa2,Aglaia,aspera,452,412,5.527,1.677,1.63,1.224,2.21,14,13,5.589,1.326,1.37,0.545,3.173
Pasoh,1990-1995,pa2,Aglaia,cordata,778,706,5.543,1.752,1.714,1.351,2.142,1,1,5.344,0,1.354,0.548,3.673
Pasoh,1990-1995,pa2,Aglaia,exstipulata,323,294,5.53,1.701,1.659,1.144,2.271,26,25,5.6,0.7,1.186,0.476,2.495
Pasoh,1990-1995,pa2,Aglaia,forbesii,425,398,5.522,1.189,1.196,0.821,1.65,40,37,5.62,1.387,1.37,0.614,2.816
Pasoh,1990-1995,pa2,Aglaia,ganggo,15,14,5.59,1.234,1.216,0.465,3.377,5,3,5.435,9.399,2.15,0.788,5.076
Pasoh,1990-1995,pa2,Aglaia,glabriflora,291,266,5.517,1.628,1.589,1.094,2.32,18,18,5.471,0,1.036,0.405,2.461
Pasoh,1990-1995,pa2,Aglaia,grandis,425,386,5.653,1.703,1.67,1.197,2.217,36,34,5.662,1.01,1.203,0.537,2.561
Pasoh,1990-1995,pa2,Aglaia,meliosmoides,24,24,5.16,0,0.937,0.335,2.277,0,0,NA,NA,NA,NA,NA
Pasoh,1990-1995,pa2,Aglaia,odoratissima,672,604,5.55,1.922,1.888,1.481,2.4,42,39,5.605,1.322,1.36,0.598,2.754
Pasoh,1990-1995,pa2,Aglaia,oligocarpa,419,399,5.431,0.901,0.921,0.597,1.371,18,16,5.436,2.167,1.567,0.657,3.488
Pasoh,1990-1995,pa2,Aglaia,oligophylla,111,107,5.493,0.668,0.86,0.391,1.603,21,20,5.642,0.865,1.235,0.506,2.814
Pasoh,1990-1995,pa2,Aglaia,palembanica,82,76,5.56,1.367,1.339,0.646,2.427,2,2,5.9,0,1.339,0.495,3.382
Pasoh,1990-1995,pa2,Aglaia,ridleyi,72,64,5.539,2.126,1.841,0.91,3.279,15,14,5.583,1.236,1.323,0.542,3.139
Pasoh,1990-1995,pa2,Aglaia,rubescens,18,16,5.399,2.182,1.566,0.558,3.807,6,5,5.587,3.263,1.603,0.609,4.099
Pasoh,1990-1995,pa2,Aglaia,rufa,86,76,5.49,2.251,1.946,1.023,3.333,7,7,5.525,0,1.213,0.435,2.924
Pasoh,1990-1995,pa2,Aglaia,tenuicaulis,97,85,5.522,2.392,2.084,1.184,3.347,10,7,5.465,6.527,2.269,0.886,5.27
Pasoh,1990-1995,pa2,Aidia,wallichiana,2096,2019,5.426,0.69,0.705,0.555,0.869,320,305,5.412,0.887,0.959,0.593,1.473
Pasoh,1990-1995,pa2,Alangium,ebenaceum,2550,2428,5.545,0.884,0.893,0.743,1.039,224,205,5.582,1.588,1.541,1.016,2.206
Pasoh,1990-1995,pa2,Alangium,griffithii,2,2,5.971,0,1.234,0.371,3.675,0,0,NA,NA,NA,NA,NA
Pasoh,1990-1995,pa2,Alangium,nobile,103,91,5.498,2.253,1.979,1.137,3.259,7,7,5.432,0,1.276,0.501,3.054
Pasoh,1990-1995,pa2,Alangium,ridleyi,218,197,5.601,1.808,1.721,1.121,2.513,45,43,5.649,0.805,1.07,0.5,2.195
Pasoh,1990-1995,pa2,Albizia,pedicellata,12,12,5.535,0,1.007,0.356,2.685,3,3,5.556,0,1.333,0.478,3.446
Pasoh,1990-1995,pa2,Alchornea,rugosa,92,55,5.26,9.78,8.264,5.808,11.428,0,0,NA,NA,NA,NA,NA
Pasoh,1990-1995,pa2,Allophylus,cobbe,16,14,5.522,2.418,1.622,0.602,4.044,0,0,NA,NA,NA,NA,NA
Pasoh,1990-1995,pa2,Alphonsea,elliptica,224,218,5.394,0.503,0.656,0.337,1.152,45,44,5.44,0.413,0.998,0.437,2.113
Pasoh,1990-1995,pa2,Alphonsea,maingayi,742,711,5.53,0.772,0.799,0.553,1.089,136,125,5.586,1.51,1.449,0.83,2.394
Pasoh,1990-1995,pa2,Alseodaphne,nigrescens,5,5,5.685,0,1.169,0.389,3.386,3,2,5.631,7.201,1.713,0.67,4.492
Pasoh,1990-1995,pa2,Alseodaphne,peduncularis,278,261,5.562,1.134,1.149,0.71,1.717,9,6,5.828,6.958,2.257,0.937,5.695
Pasoh,1990-1995,pa2,Alseodaphne,perakensis,35,32,5.615,1.596,1.43,0.583,3.092,0,0,NA,NA,NA,NA,NA
Pasoh,1990-1995,pa2,Alstonia,angustiloba,70,65,5.462,1.357,1.337,0.617,2.597,19,18,5.61,0.964,1.26,0.505,2.955
Pasoh,1990-1995,pa2,Anacolosa,heptandra,447,420,5.595,1.114,1.113,0.784,1.569,24,22,5.689,1.53,1.411,0.612,3.065
Pasoh,1990-1995,pa2,Anaxagorea,javanica,6911,6515,5.423,1.088,1.09,0.986,1.193,3,2,5.131,7.903,1.761,0.687,4.315
Pasoh,1990-1995,pa2,Anisophyllea,corneri,557,536,5.633,0.682,0.732,0.488,1.047,149,143,5.624,0.731,0.913,0.494,1.573
Pasoh,1990-1995,pa2,Anisoptera,costata,18,17,5.623,1.017,1.254,0.438,3.097,3,3,5.463,0,1.377,0.536,3.652
Pasoh,1990-1995,pa2,Anisoptera,laevis,92,89,5.543,0.598,0.827,0.369,1.617,44,40,5.558,1.715,1.471,0.7,2.902
Pasoh,1990-1995,pa2,Anisoptera,megistocarpa,47,44,5.396,1.222,1.264,0.518,2.639,6,6,5.504,0,1.265,0.485,3.11
Pasoh,1990-1995,pa2,Antidesma,coriaceum,677,646,5.492,0.853,0.891,0.615,1.191,89,82,5.519,1.484,1.408,0.759,2.474
Pasoh,1990-1995,pa2,Antidesma,cuspidatum,258,236,5.637,1.581,1.526,0.985,2.255,37,36,5.659,0.484,1.018,0.442,2.142
Pasoh,1990-1995,pa2,Antidesma,pendulum,488,468,5.638,0.742,0.797,0.524,1.149,0,0,NA,NA,NA,NA,NA
Pasoh,1990-1995,pa2,Antidesma,velutinosum,2,1,5.641,12.287,1.781,0.56,5.158,0,0,NA,NA,NA,NA,NA
Pasoh,1990-1995,pa2,Aphanamixis,polystachya,0,0,NA,NA,NA,NA,NA,1,1,5.947,0,1.377,0.472,3.609
Pasoh,1990-1995,pa2,Aphanamixis,sumatrana,294,275,5.504,1.214,1.22,0.779,1.79,3,3,5.734,0,1.308,0.463,3.463
Pasoh,1990-1995,pa2,Aporusa,aurea,1898,1786,5.428,1.121,1.119,0.926,1.327,35,31,5.41,2.243,1.754,0.803,3.411
Pasoh,1990-1995,pa2,Aporusa,bracteosa,2271,2113,5.632,1.28,1.278,1.096,1.466,60,55,5.615,1.549,1.443,0.73,2.654
Pasoh,1990-1995,pa2,Aporusa,confusa,4,3,5.3,5.428,1.654,0.538,4.916,2,2,5.804,0,1.376,0.525,3.616
Pasoh,1990-1995,pa2,Aporusa,falcifera,866,826,5.608,0.843,0.854,0.626,1.136,48,42,5.526,2.416,1.852,0.964,3.447
Pasoh,1990-1995,pa2,Aporusa,globifera,877,831,5.488,0.982,0.977,0.761,1.26,123,111,5.561,1.846,1.698,1.003,2.813
